bbox_label,category,latitude,longitude,tags
35.0_-81.0,traffic_signals,35.4046588,-80.8693838,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.4046730,-80.8692382,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.4059390,-80.8659439,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.4059821,-80.8658294,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.4060520,-80.8656357,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2213119,-80.8185352,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2157790,-80.8220990,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.0792801,-80.8917744,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.0747794,-80.7726104,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.3469603,-80.7545439,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2236650,-80.8267289,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.1331655,-80.7121513,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.0839311,-80.7730230,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2398181,-80.7453574,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2203358,-80.8122014,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'both'}"
35.0_-81.0,crossing,35.0916505,-80.8107977,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.1794837,-80.7671648,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2291137,-80.7761062,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2154684,-80.8900055,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1650204,-80.8502077,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.1998653,-80.8950720,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.1786032,-80.7681455,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2001357,-80.8546251,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2909170,-80.8375328,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1688180,-80.8506629,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1958511,-80.8771868,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1992046,-80.8864950,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.3125615,-80.7881597,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.1384326,-80.9352230,"{'button_operated': 'yes', 'crossing': 'traffic_signals', 'crossing:island': 'no', 'crossing:markings': 'ladder:paired', 'highway': 'crossing', 'tactile_paving': 'yes', 'traffic_signals:sound': 'walk'}"
35.0_-81.0,crossing,35.3211190,-80.7118030,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.4770669,-80.8158254,"{'crossing': 'unmarked', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2313522,-80.8438407,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2335867,-80.8480711,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2211673,-80.8426535,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2329711,-80.8500438,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2340130,-80.8491740,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.2105079,-80.8341957,"{'crossing': 'unmarked', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1888009,-80.8530862,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.1720379,-80.9608033,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1543230,-80.9700580,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1161340,-80.9868530,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.3026190,-80.9367320,"{'highway': 'traffic_signals', 'traffic_signals': 'traffic_lights', 'traffic_signals:direction': 'forward'}"
35.0_-81.0,traffic_signals,35.2404560,-80.9195090,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.2537429,-80.6789088,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.4899989,-80.8371914,"{'crossing': 'zebra', 'highway': 'crossing', 'kerb': 'raised', 'tactile_paving': 'yes'}"
35.0_-81.0,crossing,35.1238460,-80.9014234,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1682133,-80.8224506,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.2488811,-80.8359199,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2251923,-80.8347824,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2290512,-80.8293935,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2393820,-80.8154250,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.3221480,-80.8867603,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2572406,-80.7778639,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.2571239,-80.7779593,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2281241,-80.7752839,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.1712722,-80.7454557,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.2597188,-80.7356192,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1943158,-80.7256673,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.1799690,-80.8037581,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2034487,-80.8006304,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2034359,-80.8007647,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.2160159,-80.9057683,"{'crossing': 'unmarked', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1180708,-80.8554708,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.2521265,-80.8262708,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2065452,-80.8131292,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1954207,-80.7646073,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2017419,-80.7606585,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2097612,-80.7571324,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2380339,-80.7374449,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'forward'}"
35.0_-81.0,traffic_signals,35.2203990,-80.8135940,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2122706,-80.8179336,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2188213,-80.8141009,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2203931,-80.8134582,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2549217,-80.8730206,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.3248544,-80.9444267,"{'highway': 'traffic_signals', 'source': 'Stantec', 'traffic_signals': 'signal', 'traffic_signals:direction': 'forward'}"
35.0_-81.0,traffic_signals,35.2826984,-80.7241678,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'forward'}"
35.0_-81.0,traffic_signals,35.1654414,-80.8133462,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.3638690,-80.8197220,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1203762,-80.7350979,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1202465,-80.7350472,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1470143,-80.7243522,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2032748,-80.7439934,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.0336315,-80.8100157,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2268990,-80.8567350,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2245431,-80.8400303,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2269155,-80.8367301,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.1642979,-80.7410440,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1629110,-80.7159360,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'both'}"
35.0_-81.0,traffic_signals,35.1810995,-80.6922838,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'both'}"
35.0_-81.0,crossing,35.4457391,-80.8664414,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.3398050,-80.8046830,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2176610,-80.8583070,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.4766536,-80.8913835,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.4769176,-80.8913616,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.1417196,-80.9750689,"{'crossing': 'unmarked', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1719774,-80.9607377,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.2332792,-80.9044212,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1548667,-80.8245784,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.2201818,-80.9146343,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2027379,-80.7346478,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1180439,-80.8649858,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.2124618,-80.8649319,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2331369,-80.8138820,"{'crossing': 'uncontrolled', 'crossing:markings': 'lines:paired', 'crossing:signals': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2309848,-80.8215125,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2325381,-80.8203802,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.4675897,-80.8881965,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.3652098,-80.7421412,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.3712520,-80.7332830,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.3446782,-80.7618280,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.3114865,-80.7911796,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'both'}"
35.0_-81.0,crossing,35.2040899,-80.8346676,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.4074789,-80.9028326,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2313222,-80.7297851,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.3162994,-80.7715627,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2263638,-80.9100153,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.2561188,-80.7789995,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1911460,-80.8532607,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.1689893,-80.7561753,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1408460,-80.8191117,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'both'}"
35.0_-81.0,traffic_signals,35.1265860,-80.7882500,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'both'}"
35.0_-81.0,crossing,35.2217811,-80.9147082,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.3720353,-80.8074091,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1770796,-80.6259606,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2331591,-80.8762290,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.2031804,-80.7388221,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2029471,-80.7388662,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.2364673,-80.8026730,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2682130,-80.7945306,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2186149,-80.8262335,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2185456,-80.8261331,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.1511373,-80.8400125,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'backward'}"
35.0_-81.0,crossing,35.1944089,-80.7848586,"{'crossing': 'marked', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2180333,-80.8305925,"{'crossing': 'marked', 'crossing:markings': 'yes', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2856811,-80.9891090,{'highway': 'crossing'}
35.0_-81.0,crossing,35.1169041,-80.7213340,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2662300,-80.7315038,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2382756,-80.7374686,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'forward'}"
35.0_-81.0,traffic_signals,35.2024450,-80.7259022,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1860003,-80.7300563,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.1858083,-80.7301288,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.1347833,-80.7382198,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.0838718,-80.8462594,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.1232175,-80.7089245,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.0831522,-80.8441616,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2578487,-80.8894429,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2138903,-80.9305341,"{'crossing': 'zebra', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.4413107,-80.8489275,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.1933408,-80.7256780,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2203230,-80.7708252,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2735431,-80.8111148,"{'crossing': 'marked', 'crossing:markings': 'yes', 'crossing:signals': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2267866,-80.7292833,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2032521,-80.8526631,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1218014,-80.7177266,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.1362915,-80.7148791,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.3146800,-80.7829952,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.0575875,-80.8436581,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.1709538,-80.7859627,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.3431285,-80.8081298,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2960175,-80.9486058,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2206779,-80.8153078,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.3418497,-80.8586707,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1359846,-80.9034796,"{'highway': 'traffic_signals', 'source': 'Bing'}"
35.0_-81.0,traffic_signals,35.1389287,-80.9097866,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'forward'}"
35.0_-81.0,crossing,35.3414505,-80.8795410,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2521127,-80.8538722,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2011841,-80.7314695,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2730672,-80.8849603,"{'highway': 'traffic_signals', 'traffic_signals': 'traffic_lights', 'traffic_signals:direction': 'backward'}"
35.0_-81.0,traffic_signals,35.3107186,-80.7529617,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.2466826,-80.7563625,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.3038189,-80.7322948,"{'crossing': 'marked', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2002550,-80.8706202,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2013720,-80.8729210,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.2154486,-80.8012878,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1473906,-80.8623294,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2193030,-80.7992290,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2174500,-80.7930160,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2083980,-80.7547642,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2218689,-80.8217086,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2036384,-80.7484875,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.4058587,-80.8658012,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.3376160,-80.7945402,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.3381232,-80.8011785,"{'crossing': 'marked', 'crossing:markings': 'ladder', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2548420,-80.6542360,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.2329433,-80.8240582,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2661490,-80.7317510,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.2049499,-80.7181110,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.1362108,-80.8868493,{'highway': 'crossing'}
35.0_-81.0,traffic_signals,35.0557000,-80.8731030,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.1800133,-80.8513578,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2416758,-80.8586164,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'forward'}"
35.0_-81.0,traffic_signals,35.2209360,-80.8512100,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2160410,-80.8466720,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1843140,-80.7283974,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.3217957,-80.8922167,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2160830,-80.8562820,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.2153280,-80.8583070,{'highway': 'traffic_signals'}
35.0_-81.0,traffic_signals,35.1406710,-80.9329286,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'forward'}"
35.0_-81.0,crossing,35.2289199,-80.8671144,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2100520,-80.8514755,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2099576,-80.8514349,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.2212418,-80.8360707,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.1625844,-80.7909269,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.4089190,-80.8424175,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2352663,-80.8169514,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2119807,-80.8532278,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1128142,-80.8573420,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.1834172,-80.7533203,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.1858676,-80.7301083,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.1857423,-80.7298859,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.0219254,-80.8489149,{'highway': 'traffic_signals'}
35.0_-81.0,crossing,35.0510328,-80.7697790,"{'crossing': 'marked', 'crossing:markings': 'ladder:paired', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.0586972,-80.8366478,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.0610751,-80.8380268,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.2009805,-80.9130788,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,traffic_signals,35.1899270,-80.9215010,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'forward'}"
35.0_-81.0,traffic_signals,35.2499190,-80.7901750,"{'highway': 'traffic_signals', 'traffic_signals': 'signal', 'traffic_signals:direction': 'both'}"
35.0_-81.0,crossing,35.2377209,-80.7465477,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2037381,-80.8931397,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2125345,-80.8215422,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2123905,-80.8206911,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2153115,-80.8216594,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2417015,-80.8769293,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.1379681,-80.8526299,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
35.0_-81.0,crossing,35.2429279,-80.7874853,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.3150952,-80.9364593,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,traffic_signals,35.0737078,-80.8800839,"{'highway': 'traffic_signals', 'traffic_signals:direction': 'backward'}"
35.0_-81.0,traffic_signals,35.2973579,-80.9200177,"{'highway': 'traffic_signals', 'traffic_signals': 'traffic_lights', 'traffic_signals:direction': 'backward'}"
35.0_-81.0,crossing,35.1970316,-80.7628408,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2467485,-80.7563062,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.1994032,-80.8694398,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.1653714,-80.8778493,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.0602952,-80.8571288,"{'crossing': 'unmarked', 'highway': 'crossing'}"
35.0_-81.0,crossing,35.2457341,-80.7873519,"{'crossing': 'unmarked', 'crossing:markings': 'no', 'highway': 'crossing'}"
